FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_ID,STREETNUM,STREETNAME,CCHLO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,TRAUMA_PED_CTR,TRAUMA_CTR
630014125,VALLEY LIVING CENTER INC.,CLHF,CONGREGATED LIVING HEALTH FACILITY,LTC,6,7054 VANSCOY AVE,NORTH HOLLYWOOD,91605,5357,"SALBURO, MARICEN",VALLEYLIVINGCLHF@YAHOO.COM,(818) 452-9315,(818) 358-4653,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002595,VALLEY LIVING CENTER INC.,3-Mar-14,3-Mar-17,2-Mar-18,PROFIT CORP,34.19919,-118.406041,"(34.19919,-118.406041)",,7054,VANSCOY AVE,19,LOS ANGELES,37,,
630014128,"NEW HAVEN HOME HEALTH SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,2242 CAMDEN AVE,SAN JOSE,95124,2028,,EUNICEBEJARLEE@SBGLOBAL.NET,(650) 301-1663,(408) 377-9300,530,SANTA CLARA,22,SAN FRANCISCO,N,220000466,"NEW HAVEN HOME HEALTH SERVICES, INC.",31-Dec-01,31-Dec-16,30-Dec-17,PROFIT CORP,37.2651,-121.940301,"(37.2651,-121.940301)",,2242,CAMDEN AVE,43,SANTA CLARA,85,,
630014130,CORINTHIAN HOSPICE,HOSPICE,"HOSPICE	",Non-LTC,0,816 CAMARILLO SPRINGS RD,CAMARILLO,93012,8112,,,,(866) 868-9888,660,VENTURA,98,LOS ANGELES WEST,N,550000307,"CORINTHIAN HOSPICE, INC.",18-Nov-06,18-Nov-16,17-Nov-18,PROFIT CORP,34.20459,-118.983591,"(34.20459,-118.983591)",,816,CAMARILLO SPRINGS RD,56,VENTURA,111,,
630014133,CLINICA DE SALUD DEL VALLE DE SALINAS,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,950 CIRCLE DR,SALINAS,93905,2150,,,,,370,MONTEREY,7,SAN JOSE,Y,,,,,,,36.67938,-121.627151,"(36.67938,-121.627151)",,950,CIRCLE DR,27,MONTEREY,53,,
630014144,TRINITY SURGICAL SOLUTION INC,ASC,"SURGICAL CLINIC 	",Non-LTC,0,207 S SANTA ANITA AVE,SAN GABRIEL,91776,1138,,,(626)300-5355,(626)300-5300,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,34.10089,-118.106891,"(34.10089,-118.106891)",,207,S SANTA ANITA AVE,19,LOS ANGELES,37,,
630014146,AMGEN HOSPICE CARE,HOSPICE,"HOSPICE	",Non-LTC,0,6909 RESEDA BLVD,RESEDA,91335,4207,"BRIONES, GRACE M.",AMGENHOSPICE@YAHOO.COM,(818) 785-8885,(818) 785-8800,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002487,"AMERICAN GENERAL HOSPICE CARE, INC.",28-Oct-13,28-Oct-15,27-Oct-17,PROFIT CORP,34.19618,-118.536077,"(34.19618,-118.536077)",,6909,RESEDA BLVD,19,LOS ANGELES,37,,
630014147,"COMPANION HOSPICE AND PALLIATIVE CARE SERVICES, LLC",HOSPICE,"HOSPICE	",Non-LTC,0,6133 BRISTOL PKWY,CULVER CITY,90230,6626,"REYES, CHARITO E",DEBBIE@COMPANIONMGT.COM,(310) 338-1306,(310) 338-1267,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002606,"COMPANION HOSPICE AND PALLIATIVE CARE SERVICES, LLC",20-Feb-14,26-Jul-16,19-Feb-18,LIMITED LIABILITY COMPANY,33.9854,-118.389451,"(33.9854,-118.389451)",,6133,BRISTOL PKWY,19,LOS ANGELES,37,,
630014150,DHELMAR CARE HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2057 W 64TH ST,LOS ANGELES,90047,1702,"BROWN, LETRICIA",LETRICEBROWN53@YAHOO.COM,(323) 570-0386,(323) 570-0386,200,LOS ANGELES,96,LOS ANGELES COUNTY EAST,Y,550002446,ANGEL OF LIFE LLC,2-Oct-13,2-Oct-17,1-Oct-18,LIMITED LIABILITY COMPANY,33.98164,-118.315381,"(33.98164,-118.315381)",,2057,W 64TH ST,19,LOS ANGELES,37,,
630014156,MICHAEL S DUFFY SR DO INC,UNLICEN,UNLICENSED/OTHER/MISSING,Non-LTC,0,4692 MISSION BLVD,SAN DIEGO,92109,2734,,,,,470,SAN DIEGO,9,SAN DIEGO SOUTH,Y,,,,,,,32.799,-117.256691,"(32.799,-117.256691)",,4692,MISSION BLVD,37,SAN DIEGO,73,,
630014163,VALLEJO FAMILY HEALTH SERVICES,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,355 TUOLUMNE ST,VALLEJO,94590,5700,,,,,580,SOLANO,11,SANTA ROSA,Y,,,,,,,38.102722,-122.238275,"(38.102722,-122.238275)",,355,TUOLUMNE ST,48,SOLANO,95,,
630014164,VALLEJO FAMILY HEALTH SERVICES,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,365 TUOLUMNE ST,VALLEJO,94590,5700,,,,,580,SOLANO,11,SANTA ROSA,Y,,,,,,,38.102925,-122.238269,"(38.102925,-122.238269)",,365,TUOLUMNE ST,48,SOLANO,95,,
630014165,MOBILE DENTAL VAN,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,2101 COURAGE DR,FAIRFIELD,94533,6717,,,,,580,SOLANO,11,SANTA ROSA,Y,,,,,,,38.23678,-122.067441,"(38.23678,-122.067441)",,2101,COURAGE DR,48,SOLANO,95,,
630014166,FAIRFIELD FAMILY HEALTH SERVICES,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,2201 COURAGE DR,FAIRFIELD,94533,6733,,,,,580,SOLANO,11,SANTA ROSA,Y,,,,,,,38.236704,-122.071293,"(38.236704,-122.071293)",,2201,COURAGE DR,48,SOLANO,95,,
630014167,FAIRFIELD FAMILY HEALTH SERVICES,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,2101 COURAGE DR,FAIRFIELD,94533,6717,,,,,580,SOLANO,11,SANTA ROSA,Y,,,,,,,38.23678,-122.067441,"(38.23678,-122.067441)",,2101,COURAGE DR,48,SOLANO,95,,
630014168,VALLEJO HEALTH SERVICES,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,355 TUOLUMNE ST,VALLEJO,94590,5700,,,,,580,SOLANO,11,SANTA ROSA,Y,,,,,,,38.102722,-122.238275,"(38.102722,-122.238275)",,355,TUOLUMNE ST,48,SOLANO,95,,
630014169,SPLG-COMMUNITY ORAL HEALTH SERVICES (MOBILE #3),FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,1440 DEL MONTE AVE,SALINAS,93905,1903,,,,,370,MONTEREY,7,SAN JOSE,Y,,,,,,,36.6824,-121.605393,"(36.6824,-121.605393)",,1440,DEL MONTE AVE,27,MONTEREY,53,,
630014174,SANTA BARBARA COUNTY PUBLIC HEALTH DEPARTMENT - RESCUE MISSION,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,535 E YANONALI ST,SANTA BARBARA,93103,3254,,,,,520,SANTA BARBARA,5,VENTURA,Y,,,,,,,34.41918,-119.684351,"(34.41918,-119.684351)",,535,E YANONALI ST,42,SANTA BARBARA,83,,
630014175,SANTA BARBARA COUNTY PUBLIC HEALTH DEPARTMENT - CASA ESPERANZA,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,816 CACIQUE ST,SANTA BARBARA,93103,3622,,,,,520,SANTA BARBARA,5,VENTURA,Y,,,,,,,34.41891,-119.676571,"(34.41891,-119.676571)",,816,CACIQUE ST,42,SANTA BARBARA,83,,
630014176,SANTA BARBARA COUNTY PUBLIC HEALTH DEPARTMENT - GOOD SAMARITAN,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,401 W MORRISON AVE,SANTA MARIA,93458,6118,,,,,520,SANTA BARBARA,5,VENTURA,Y,,,,,,,34.94386,-120.441061,"(34.94386,-120.441061)",,401,W MORRISON AVE,42,SANTA BARBARA,83,,
630014180,SOLANO COUNTY HEALTH AND SOCIAL SERVICES,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,1119 E MONTE VISTA AVE,VACAVILLE,95688,3009,,,,,580,SOLANO,11,SANTA ROSA,Y,,,,,,,38.36123,-121.975961,"(38.36123,-121.975961)",,1119,E MONTE VISTA AVE,48,SOLANO,95,,
630014185,"ANAHEIM HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,10568 MAGNOLIA AVE,ANAHEIM,92804,5864,"MOHAMMED, BIBI",,(714) 952-0099,(714)952-0090,400,ORANGE,6,ORANGE COUNTY,Y,550002510,"ANAHEIM HOSPICE, INC.",5-Dec-13,5-Dec-15,4-Dec-17,PROFIT CORP,33.809156,-117.975702,"(33.809156,-117.975702)",,10568,MAGNOLIA AVE,30,ORANGE,59,,
630014189,A'S HOSPICE,HOSPICE,"HOSPICE	",Non-LTC,0,14125 TELEPHONE AVE,CHINO,91710,5759,"VITUG, EDNA",ACA91710@AOL.COM,(909)465-9032,(909)465-9002,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550002541,A'S HOSPICE,18-Dec-13,27-Aug-17,26-Aug-19,PROFIT CORP,33.99658,-117.692751,"(33.99658,-117.692751)",,14125,TELEPHONE AVE,36,SAN BERNARDINO,71,,
630014196,INDEPENDENT DIAGNOSTIC TESTS INC,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,1663 GREENFIELD DR,EL CAJON,92021,3520,,,,,470,SAN DIEGO,9,SAN DIEGO SOUTH,Y,,,,,,,32.81248,-116.920431,"(32.81248,-116.920431)",,1663,GREENFIELD DR,37,SAN DIEGO,73,,
630014200,"ASAP HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,17620 SHERMAN WAY,VAN NUYS,91406,3509,"SIMONIAN, KATARINE",ASAPHOSPICE@YAHOO.COM,(818) 600-8527,(818) 600-8526,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002482,"ASAP HOSPICE CARE, INC.",25-Oct-13,25-Oct-15,24-Oct-17,PROFIT CORP,34.201059,-118.517124,"(34.201059,-118.517124)",,17620,SHERMAN WAY,19,LOS ANGELES,37,,
630014202,PACIFIC SURGERY CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,1640 NEWPORT BLVD,COSTA MESA,92627,3786,,,,(949)478-8000,400,ORANGE,6,ORANGE COUNTY,Y,,,,,,,33.63421,-117.921271,"(33.63421,-117.921271)",,1640,NEWPORT BLVD,30,ORANGE,59,,
630014204,"CLINICAS DEL CAMINO REAL, INC - MOORPARK",FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,4279 TIERRA REJADA RD,MOORPARK,93021,3772,,,,,660,VENTURA,5,VENTURA,Y,,,,,,,34.2683,-118.899811,"(34.2683,-118.899811)",,4279,TIERRA REJADA RD,56,VENTURA,111,,
630014210,"AMA HOSPICE AND PALLIATIVE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,6314 VAN NUYS BLVD,VAN NUYS,91401,2610,"AMAYAO, DYENINA",AMAHOSPICE@YAHOO.COM,(818) 988-9043,(818) 988-9002,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002486,"AMA HOSPICE AND PALLIATIVE CARE, INC.",24-Oct-13,24-Oct-17,23-Oct-19,PROFIT CORP,34.18527,-118.448686,"(34.18527,-118.448686)",,6314,VAN NUYS BLVD,19,LOS ANGELES,37,,
630014211,SILICON VALLEY HOME TRAINING,ESRD,"CHRONIC DIALYSIS CLINIC	",Non-LTC,0,725 RIDDER PARK DR,SAN JOSE,95131,2489,"RODRIGUEZ-ABBOTT, KATHY",,,(408) 392-0239,530,SANTA CLARA,7,SAN JOSE,Y,,,,,,,37.37983,-121.902151,"(37.37983,-121.902151)",,725,RIDDER PARK DR,43,SANTA CLARA,85,,
630014213,"ST. ELIZABETH HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,1300 W OLYMPIC BLVD,LOS ANGELES,90015,3902,"DOVLATYAN, VAHAN",DOWNTOWNHOSPICECARE@HOTMAIL.COM,213-739-9280,213-739-9244,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002609,"ST. ELIZABETH HOSPICE CARE, INC.",14-Feb-14,27-Jul-15,26-Jul-17,PROFIT CORP,34.04737,-118.270701,"(34.04737,-118.270701)",,1300,W OLYMPIC BLVD,19,LOS ANGELES,37,,
630014214,EMANUEL FAMILY PRACTICE,RHC/OP,"COMMUNITY CLINIC 	",Non-LTC,0,1010 W LAS PALMAS AVE,PATTERSON,95363,8864,"FAIRCHILDS, CONSTANCE",,,,600,STANISLAUS,4,FRESNO,N,30000035,"DOCTOR'S MEDICAL CENTER OF MODESTO, INC.",5-Nov-66,1-Aug-17,31-Jul-18,PROFIT CORP,37.46619,-121.142311,"(37.46619,-121.142311)",,1010,W LAS PALMAS AVE,50,STANISLAUS,99,,
630014217,GLOBAL HOSPICE CARE,HOSPICE,"HOSPICE	",Non-LTC,0,14640 VICTORY BLVD.,VAN NUYS,91411,3419,"ROSALES NAVAL, MA THERESA",ASGCORP@YAHOO.COM,(818) 459-3800,(818) 878-8160,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002485,"GLOBAL HOSPICE CARE, INC.",17-Oct-13,17-Oct-17,16-Oct-19,PROFIT CORP,34.18634,-118.452401,"(34.18634,-118.452401)",,14640,VICTORY BLVD.,19,LOS ANGELES,37,,
630014229,BRITTANY'S PLACE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,1217 W 101ST ST,LOS ANGELES,90044,1801,"KIZZIE, BARBARA",MGHCORPORATION@AOL.COM,(323) 754-8832,(323) 754-9051,200,LOS ANGELES,96,LOS ANGELES COUNTY EAST,Y,550002296,MGH CORPORATION,7-Jun-13,7-Jun-17,6-Jun-18,PROFIT CORP,33.94521,-118.296841,"(33.94521,-118.296841)",,1217,W 101ST ST,19,LOS ANGELES,37,,
630014230,LAUREL MEADOWS HOME TRAINING,ESRD,"CHRONIC DIALYSIS CLINIC	",Non-LTC,0,3 ROSSI CIR,SALINAS,93907,2370,"JARSCHKE, MICHAEL G",,,(831) 757-4360,370,MONTEREY,7,SAN JOSE,Y,,,,,,,36.68682,-121.672191,"(36.68682,-121.672191)",,3,ROSSI CIR,27,MONTEREY,53,,
630014231,"FENTON VILLA, INC.",CLHF,CONGREGATED LIVING HEALTH FACILITY,LTC,6,13863 FENTON AVE,SYLMAR,91342,1670,"NAZARPOOR, STELLA",FENTONVILLA@GMAIL.COM,(818) 698-4652,(818) 698-4254,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002854,"FENTON VILLA, INC.",3-Oct-14,3-Oct-17,2-Oct-18,PROFIT CORP,34.32379,-118.438881,"(34.32379,-118.438881)",,13863,FENTON AVE,19,LOS ANGELES,37,,
630014235,"ABC HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,16104 HART ST,VAN NUYS,91406,3903,"AVETISYAN, HEGHINE",ABCHOSPICE@YAHOO.COM,(818) 902-5627,(818) 902-5626,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002558,"ABC HOSPICE CARE, INC.",27-Dec-13,27-Dec-15,26-Dec-17,PROFIT CORP,34.197512,-118.48393,"(34.197512,-118.48393)",,16104,HART ST,19,LOS ANGELES,37,,
630014237,CITI CARE CORPORATION,HOSPICE,"HOSPICE	",Non-LTC,0,4335 E AIRPORT DRIVE,ONTARIO,91761,4236,"LAMARIA, HELEN",CITIHOSPICE@GMAIL.COM,,(909)605-1065,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550003218,CITI CARE CORPORATION,27-Aug-15,27-Aug-17,26-Aug-19,PROFIT CORP,34.062823,-117.557213,"(34.062823,-117.557213)",,4335,E AIRPORT DRIVE,36,SAN BERNARDINO,71,,
630014239,"GENTLE TOUCH HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,6338 COLDWATER CANYON AVE,NORTH HOLLYWOOD,91606,2911,"CLARK, MARIA R",,(818) 508-0877,(818) 408-8009,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002459,"GENTLE TOUCH HOSPICE CARE, INC.",17-Oct-13,17-Oct-15,16-Oct-17,PROFIT CORP,34.185936,-118.413765,"(34.185936,-118.413765)",,6338,COLDWATER CANYON AVE,19,LOS ANGELES,37,,
630014242,CAPITOLA SURGERY CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,2265 41ST AVE,CAPITOLA,95010,2039,"OGIMACHI, DAVID",,,(831) 462-2252,540,SANTA CRUZ,7,SAN JOSE,Y,,,,,,,36.98137,-121.965291,"(36.98137,-121.965291)",,2265,41ST AVE,44,SANTA CRUZ,87,,
630014248,RITE CARE HOSPICE INC.,HOSPICE,"HOSPICE	",Non-LTC,0,11336 CAMARILLO ST,NORTH HOLLYWOOD,91602,3501,"WALLACE, MARIA  A",,(818) 812-7271,(818) 766-8000,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002507,RITE CARE HOSPICE INC.,18-Oct-13,18-Oct-15,17-Oct-17,PROFIT CORP,34.15732,-118.377911,"(34.15732,-118.377911)",,11336,CAMARILLO ST,19,LOS ANGELES,37,,
630014253,BEN CONGREGATE LIVING INC,CLHF,CONGREGATED LIVING HEALTH FACILITY,LTC,6,6622 BEN AVE,NORTH HOLLYWOOD,91606,1511,"KAZARYAN, ARAM",BENCONGREGATE@GMAIL.COM,(818) 765-7067,(818) 765-7064,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002797,BEN CONGREGATE LIVING INC,12-Aug-14,12-Aug-15,11-Aug-16,PROFIT CORP,34.19097,-118.393991,"(34.19097,-118.393991)",,6622,BEN AVE,19,LOS ANGELES,37,,
630014255,COMPASSION HOSPICE,HOSPICE,"HOSPICE	",Non-LTC,0,791 MARYLIND AVE,CLAREMONT,91711,3531,"ECAL, AMELIA",COMPASSIONHOSPICE@GMAIL.COM,(909) 624-6093,(909) 746-8241,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002598,UNITED GLOBAL CORPORATION,24-Jan-14,24-Jan-16,23-Jan-18,PROFIT CORP,34.10893,-117.699221,"(34.10893,-117.699221)",,791,MARYLIND AVE,19,LOS ANGELES,37,,
630014258,"EXECUTIVE SURGERY CENTER, INC.",ASC,"SURGICAL CLINIC 	",Non-LTC,0,1320 EL CAPITAN DR,DANVILLE,94526,6263,,,,(925) 866-9300,060,CONTRA COSTA,2,EAST BAY,Y,,,,,,,37.78426,-121.966911,"(37.78426,-121.966911)",,1320,EL CAPITAN DR,7,CONTRA COSTA,13,,
630014269,WELLSPACE HEALTH AT TCORE,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,3737 MARCONI AVENUE,SACRAMENTO,95821,5303,,INFO@WELLSPACEHEALTH.ORG,,(916) 737-5555,440,SACRAMENTO,3,SACRAMENTO,N,550001781,WELLSPACE HEALTH,28-Nov-11,28-Nov-16,27-Nov-17,NONPROFIT CORP,38.617788,-121.376928,"(38.617788,-121.376928)",,3737,MARCONI AVENUE,34,SACRAMENTO,67,,
630014274,SUNCREST HOSPICE,HOSPICE,"HOSPICE	",Non-LTC,0,42808 CHRISTY STREET,FREMONT,94538,,"PERUCCA, SCOTT",KEVINP@SUNCRESTCARE.COM,(408) 962-0235,(408) 900-8838,00,ALAMEDA,2,EAST BAY,Y,550002410,"SUNCREST HOSPICE SAN JOSE, LLC",17-Sep-13,17-Sep-17,16-Sep-19,LIMITED LIABILITY COMPANY,37.50864,-121.974781,"(37.50864,-121.974781)",,42808,CHRISTY STREET,1,ALAMEDA,1,,
630014278,"COMMUNITY MEDICAL WELLNESS CENTERS, USA",COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,1360 EAST ANAHEIM ST,LONG BEACH,90813,5514,"JOHNSON, BYRON",CJALALLIAN@CMWCUSA.ORG,(562) 591-0109,(562) 270-0324,200,LOS ANGELES,96,LOS ANGELES COUNTY EAST,Y,550003456,"COMMUNITY MEDICAL WELLNESS CENTERS, USA.",26-Feb-16,26-Feb-17,25-Feb-18,NONPROFIT CORP,33.78227,-118.174491,"(33.78227,-118.174491)",,1360,EAST ANAHEIM ST,62,LONG BEACH,37,,
630014279,"ELEOS HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,6850 VAN NUYS BLVD,VAN NUYS,91405,4640,"MANANSALA, LORNA P",ELEOSHOSPICEINC@GMAIL.COM,(818) 786-1212,(818) 786-1222,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002636,"ELEOS HOSPICE, INC",11-Mar-14,11-Mar-16,10-Mar-18,PROFIT CORP,34.19539,-118.447521,"(34.19539,-118.447521)",,6850,VAN NUYS BLVD,19,LOS ANGELES,37,,
630014280,"PRIDE HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,3033 N AVON ST,BURBANK,91504,,"JULIAN, NATHAN",PRIDEHOSPICECARE@GMAIL.COM,(818) 333-5875,(818) 335-5876,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002547,"PRIDE HOSPICE CARE, INC.",15-Jan-14,13-Apr-17,14-Jan-18,PROFIT CORP,34.205865,-118.34765,"(34.205865,-118.34765)",,3033,N AVON ST,19,LOS ANGELES,37,,
630014286,"NEW LIFE HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,4000 W MAGNOLIA BLVD,BURBANK,91505,2827,"TRTCHOUNIAN, EMMA",NEWLIFEHOSPICECARE@YAHOO.COM,(818) 260-9120,(818) 260-9230,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002863,"NEW LIFE HOSPICE CARE, INC.",5-Sep-14,5-Sep-16,4-Sep-18,PROFIT CORP,34.16668,-118.349161,"(34.16668,-118.349161)",,4000,W MAGNOLIA BLVD,19,LOS ANGELES,37,,
630014287,"AMERICAN COMFORT HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,539 N GLENOAKS BLVD,BURBANK,91502,3201,"REED, PAMELA",AMERICANCOMFORTHI@GMAIL.COM,(818) 301-3165,(818) 731-1315,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002665,"AMERICAN COMFORT HOSPICE, INC.",25-Apr-14,25-Apr-16,24-Apr-18,PROFIT CORP,34.18639,-118.311071,"(34.18639,-118.311071)",,539,N GLENOAKS BLVD,19,LOS ANGELES,37,,
630014288,"PROCARE HOSPICE SERVICES, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,20832 ROSCOE BLVD,WINNETKA,91306,2057,"RAMOS, CLARE R",JSM.PROCARE@YAHOO.COM,(818) 626-9996,(818) 626-9995,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002559,"PROCARE HOSPICE SERVICES, INC.",20-Dec-13,20-Dec-15,19-Dec-17,PROFIT CORP,34.219918,-118.5874,"(34.219918,-118.5874)",,20832,ROSCOE BLVD,19,LOS ANGELES,37,,
630014289,"VESTA HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,6850 VAN NUYS BLVD,VAN NUYS,91405,4640,,VESTAHOSPICEINC@GMAIL.COM,(818) 786-1011,(818) 786-1001,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002638,"VESTA HOSPICE, INC.",7-Apr-14,7-Apr-16,6-Apr-18,PROFIT CORP,34.19539,-118.447521,"(34.19539,-118.447521)",,6850,VAN NUYS BLVD,19,LOS ANGELES,37,,
630014290,TURNING POINT PREGNANCY RESOURCE CENTER INC.,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,7340 MIRAMAR ROAD,SAN DIEGO,92126,,"CASSIN, CAMILLE",CAMILLE@MMPREGNANCY.ORG,,(858) 457-7800,470,SAN DIEGO,8,SAN DIEGO NORTH,Y,550002448,"TURNING POINT PREGNANCY RESOURCE CENTER, INC.",9-Sep-13,9-Sep-17,8-Sep-18,NONPROFIT CORP,32.8838,-117.155321,"(32.8838,-117.155321)",,7340,MIRAMAR ROAD,37,SAN DIEGO,73,,
630014292,COLD SPRINGS HOME,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,21334 COLD SPRING LN,DIAMOND BAR,91765,3442,"PURCELL, LAURIE",CROWELL@RESCARE.COM,(909) 596-6492,(909) 596-5360,200,LOS ANGELES,96,LOS ANGELES COUNTY EAST,Y,550002494,"RSCR CALIFORNIA, INC.",19-Nov-13,19-Nov-16,18-Nov-17,PROFIT CORP,33.9733,-117.840391,"(33.9733,-117.840391)",,21334,COLD SPRING LN,19,LOS ANGELES,37,,
630014293,LIVINGSTON MEMORIAL VNA,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,202 CANADA ST,OJAI,93023,5010,,,,,660,VENTURA,5,VENTURA,Y,,,,,,,34.44866,-119.249161,"(34.44866,-119.249161)",,202,CANADA ST,56,VENTURA,111,,
630014299,"CARE FIRST HOSPICE SERVICES, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,500 W. BONITA AVE.,SAN DIMAS,91773,2504,"MOLINA-GONZALES, REBECCA D",CAREFIRSTHOSPICESERVICES@YAHOO.COM,(877) 289-9698,(626) 722-5816,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550002724,"CARE FIRST HOSPICE SERVICES, INC.",24-May-14,29-Jun-16,23-May-18,PROFIT CORP,34.106597,-117.815942,"(34.106597,-117.815942)",,500,W. BONITA AVE.,19,LOS ANGELES,37,,
630014300,SAN BERNARDINO HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,692 SAN BERNARDINO AVE,POMONA,91767,3244,,,(909) 815-1129,(909) 620-2585,200,LOS ANGELES,96,LOS ANGELES COUNTY EAST,Y,550002479,"ALPHA RESIDENTIAL, INC.",5-Nov-13,1-Jun-17,31-May-18,PROFIT CORP,34.07556,-117.738951,"(34.07556,-117.738951)",,692,SAN BERNARDINO AVE,19,LOS ANGELES,37,,
630014302,LEADWELL CARE HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,17256 LEADWELL ST,VAN NUYS,91406,2537,"ONG, LOVELY D",LOVELY_ONG08@YAHOO.COM,(818) 453-3366,(818) 625-8874,200,LOS ANGELES,96,LOS ANGELES COUNTY EAST,Y,550002447,"LEADWELL CARE HOME, INC.",4-Oct-13,4-Oct-17,3-Oct-18,PROFIT CORP,34.20367,-118.509611,"(34.20367,-118.509611)",,17256,LEADWELL ST,19,LOS ANGELES,37,,
630014303,WELLSPACE HEALTH AT WATT AVENUE,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,6060 WATT AVENUE,NORTH HIGHLANDS,95660,4212,,INFO@WELLSPACEHEALTH.ORG,,(916) 737-5555,440,SACRAMENTO,3,SACRAMENTO,N,550001135,WELLSPACE HEALTH,2-Sep-09,2-Nov-16,1-Nov-17,NONPROFIT CORP,38.676351,-121.382782,"(38.676351,-121.382782)",,6060,WATT AVENUE,34,SACRAMENTO,67,,
630014307,SOUTHWEST COMMUNITY HEALTH CENTER-BROOKWOOD HEALTH CENTER,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,983 SONOMA AVE,SANTA ROSA,95404,4818,,,(707) 303-1086,(707) 583-8700,590,SONOMA,11,SANTA ROSA,Y,,,,,,,38.44076,-122.702641,"(38.44076,-122.702641)",,983,SONOMA AVE,49,SONOMA,97,,
